1859	770
224	770
195	770
1839	1839
292	1266
1564	591
588	591
528	591
997	591
1063	591
1681	591
1594	1195
411	949
779	949
411	949
196	949
1562	477
263	477
770	477
1623	477
342	477
684	477
460	477
1369	477
1203	477
1428	477
1810	477
376	477
396	477
469	477
1302	477
494	477
541	477
1891	477
1859	477
224	477
195	477
1635	1688
1564	735
588	735
528	735
997	735
1063	735
1681	735
1399	422
1429	422
567	422
1851	422
1829	313
232	313
551	1304
1832	606
1832	606
1562	524
263	524
770	524
1623	524
342	524
684	524
460	524
1369	524
1203	524
1428	524
1810	524
376	524
396	524
469	524
1302	524
494	524
541	524
1891	524
1859	524
224	524
195	524
532	112
485	112
1836	547
1836	547
1350	547
1837	472
1368	472
1179	400
754	1632
754	1632
1265	1632
2007	1632
1270	1632
519	1632
1564	125
588	125
528	125
997	125
1063	125
1681	125
1564	125
588	125
528	125
997	125
1063	125
1681	125
1399	1678
1429	1678
567	1678
1851	1678
568	852
1595	852
428	852
477	1587
463	1721
450	1721
1403	1721
1489	1721
1721	1721
963	1721
1784	1784
729	1061
1710	1656
1238	1656
1656	1656
532	420
485	420
532	420
485	420
1836	1164
1836	1164
1350	1164
1362	328
1564	1996
588	1996
528	1996
997	1996
1063	1996
1681	1996
746	1700
1594	1594
1594	1594
1837	276
1368	276
1234	795
1837	1301
1368	1301
625	1470
1470	1470
1556	1470
1562	1011
263	1011
770	1011
1623	1011
342	1011
684	1011
460	1011
1369	1011
1203	1011
1428	1011
1810	1011
376	1011
396	1011
469	1011
1302	1011
494	1011
541	1011
1891	1011
1859	1011
224	1011
195	1011
1399	1725
1429	1725
567	1725
1851	1725
1352	1336
1174	1174
1556	915
1783	915
1399	664
1429	664
567	664
1851	664
225	1429
696	1429
1399	1854
1429	1854
567	1854
1851	1854
616	372
1114	372
1310	372
1837	472
1368	472
1267	192
1564	1355
588	1355
528	1355
997	1355
1063	1355
1681	1355
568	1651
1595	1651
428	1651
1680	1680
1562	342
263	342
770	342
1623	342
342	342
684	342
460	342
1369	342
1203	342
1428	342
1810	342
376	342
396	342
469	342
1302	342
494	342
541	342
1891	342
1859	342
224	342
195	342
568	1595
1595	1595
428	1595
1837	269
1368	269
1399	309
1429	309
567	309
1851	309
1562	684
263	684
770	684
1623	684
342	684
684	684
460	684
1369	684
1203	684
1428	684
1810	684
376	684
396	684
469	684
1302	684
494	684
541	684
1891	684
1859	684
224	684
195	684
1556	693
1783	693
1556	1783
1783	1783
1959	121
817	370
817	370
817	370
625	2007
1470	2007
1556	2007
1399	1937
1429	1937
567	1937
1851	1937
1291	1830
461	1830
754	1473
1265	1473
2007	1473
1270	1473
519	1473
625	1473
1470	1473
1556	1473
1179	1179
232	232
1120	232
1431	232
1373	232
1120	232
1431	232
1373	232
1837	1301
1368	1301
1564	1392
588	1392
528	1392
997	1392
1063	1392
1681	1392
1562	1460
263	1460
770	1460
1623	1460
342	1460
684	1460
460	1460
1369	1460
1203	1460
1428	1460
1810	1460
376	1460
396	1460
469	1460
1302	1460
494	1460
541	1460
1891	1460
1859	1460
224	1460
195	1460
572	1460
1369	1460
1203	1460
1273	1460
1833	626
1460	626
1115	626
1169	626
616	209
1114	209
1310	209
616	209
1114	209
1310	209
497	1354
1354	1354
496	1354
1354	1354
496	1354
1354	1354
497	1354
551	892
1564	1392
588	1392
528	1392
997	1392
1063	1392
1681	1392
339	339
1731	339
1564	1193
588	1193
528	1193
997	1193
1063	1193
1681	1193
1564	1193
588	1193
528	1193
997	1193
1063	1193
1681	1193
1564	1193
588	1193
528	1193
997	1193
1063	1193
1681	1193
1612	234
1249	234
234	234
1999	234
121	234
620	234
1612	234
1249	234
234	234
1999	234
121	234
620	234
303	1387
1784	1387
551	1333
1837	1517
1368	1517
1629	1629
1629	1629
1621	173
1234	957
1234	957
1635	124
729	1340
1234	319
1234	319
1907	1203
292	1705
1710	430
1837	430
1368	430
750	750
1907	1907
478	1264
121	121
121	121
1282	185
170	170
449	449
532	485
485	485
1621	840
1444	969
1766	969
1833	1887
1460	1887
1115	1887
1169	1887
1837	1241
1368	1241
1837	842
1368	842
1267	1165
509	1413
1120	1039
1431	1039
1373	1039
1594	1199
1837	1301
1368	1301
463	1979
1827	1979
1837	472
1368	472
551	1447
1179	401
1235	1581
296	961
1562	696
263	696
770	696
1623	696
342	696
684	696
460	696
1369	696
1203	696
1428	696
1810	696
376	696
396	696
469	696
1302	696
494	696
541	696
1891	696
1859	696
224	696
195	696
1562	696
263	696
770	696
1623	696
342	696
684	696
1810	696
376	696
396	696
469	696
494	696
541	696
1891	696
224	696
195	696
532	330
485	330
1564	718
588	718
528	718
997	718
1063	718
1681	718
729	1836
221	300
728	300
747	300
501	1981
1223	1794
228	955
1635	1861
1564	1208
588	1208
528	1208
997	1208
1063	1208
1681	1208
409	144
1833	1888
1460	1888
1115	1888
1169	1888
1837	472
1368	472
1562	694
263	694
770	694
1623	694
342	694
684	694
460	694
1369	694
1203	694
1428	694
1810	694
376	694
396	694
469	694
1302	694
494	694
541	694
1891	694
1859	694
224	694
195	694
1562	694
263	694
770	694
1623	694
342	694
684	694
460	694
1369	694
1203	694
1428	694
1810	694
376	694
396	694
469	694
1302	694
494	694
541	694
1891	694
1859	694
224	694
195	694
1562	694
263	694
770	694
1623	694
342	694
684	694
1810	694
376	694
396	694
469	694
494	694
541	694
1891	694
224	694
195	694
1562	1810
263	1810
770	1810
1623	1810
342	1810
684	1810
460	1810
1369	1810
1203	1810
1428	1810
1810	1810
376	1810
396	1810
469	1810
1302	1810
494	1810
541	1810
1891	1810
1859	1810
224	1810
195	1810
1635	1397
757	1072
756	1072
756	1072
1635	1618
551	1618
532	1643
485	1643
551	1316
1444	871
1766	871
532	121
485	121
411	1940
779	1940
411	1940
196	1940
1238	646
221	106
728	106
747	106
1784	1726
1383	1462
951	951
1784	1688
1556	1596
1783	1596
1837	473
1368	473
1562	376
263	376
770	376
1623	376
342	376
684	376
460	376
1369	376
1203	376
1428	376
1810	376
376	376
396	376
469	376
1302	376
494	376
541	376
1891	376
1859	376
224	376
195	376
1635	159
1120	566
1431	566
1373	566
221	1313
728	1313
747	1313
411	657
779	657
411	657
196	657
746	1702
1562	396
263	396
770	396
1623	396
342	396
684	396
460	396
1369	396
1203	396
1428	396
1810	396
376	396
396	396
469	396
1302	396
494	396
541	396
1891	396
1859	396
224	396
195	396
1656	978
1656	978
292	1635
221	1671
728	1671
747	1671
1399	1297
1429	1297
567	1297
1851	1297
1612	121
1249	121
234	121
1999	121
121	121
620	121
221	1822
728	1822
747	1822
729	793
1612	635
1249	635
234	635
1999	635
121	635
620	635
1562	469
263	469
770	469
1623	469
342	469
684	469
460	469
1369	469
1203	469
1428	469
1810	469
376	469
396	469
469	469
1302	469
494	469
541	469
1891	469
1859	469
224	469
195	469
544	179
551	587
1537	620
620	620
902	841
841	841
1833	841
1460	841
1115	841
1169	841
729	793
532	112
485	112
1837	1401
1368	1401
616	197
1114	197
1310	197
729	690
1829	1836
216	216
463	687
1827	687
463	687
1827	687
607	1380
763	404
1562	1446
263	1446
770	1446
1623	1446
342	1446
684	1446
460	1446
1369	1446
1203	1446
1428	1446
1810	1446
376	1446
396	1446
469	1446
1302	1446
494	1446
541	1446
1891	1446
1859	1446
224	1446
195	1446
1562	1446
263	1446
770	1446
1623	1446
342	1446
684	1446
1810	1446
376	1446
396	1446
469	1446
494	1446
541	1446
1891	1446
224	1446
195	1446
1562	704
263	704
770	704
1623	704
342	704
684	704
460	704
1369	704
1203	704
1428	704
1810	704
376	704
396	704
469	704
1302	704
494	704
541	704
1891	704
1859	704
224	704
195	704
1562	704
263	704
770	704
1623	704
342	704
684	704
1810	704
376	704
396	704
469	704
494	704
541	704
1891	704
224	704
195	704
1612	620
1249	620
234	620
1999	620
121	620
620	620
231	231
532	155
485	155
1959	121
746	238
1856	1856
121	1868
1272	501
1405	501
221	557
728	557
747	557
1444	505
1766	505
1234	318
1234	318
625	1895
1470	1895
1556	1895
221	1313
728	1313
747	1313
339	1731
1731	1731
532	477
485	477
532	1025
485	1025
532	359
485	359
532	359
485	359
1562	494
263	494
770	494
1623	494
342	494
684	494
460	494
1369	494
1203	494
1428	494
1810	494
376	494
396	494
469	494
1302	494
494	494
541	494
1891	494
1859	494
224	494
195	494
616	915
1114	915
1310	915
625	946
1470	946
1556	946
616	1556
1114	1556
1310	1556
1267	333
568	277
1595	277
428	277
1562	541
263	541
770	541
1623	541
342	541
684	541
460	541
1369	541
1203	541
1428	541
1810	541
376	541
396	541
469	541
1302	541
494	541
541	541
1891	541
1859	541
224	541
195	541
495	121
1562	1891
263	1891
770	1891
1623	1891
342	1891
684	1891
460	1891
1369	1891
1203	1891
1428	1891
1810	1891
376	1891
396	1891
469	1891
1302	1891
494	1891
541	1891
1891	1891
1859	1891
224	1891
195	1891
463	1724
450	1724
1403	1724
1489	1724
1721	1724
963	1724
1621	191
1837	1821
1368	1821
616	451
1114	451
1310	451
1204	643
1204	643
754	519
1265	519
2007	519
1270	519
519	519
1562	1859
263	1859
770	1859
1623	1859
342	1859
684	1859
460	1859
1369	1859
1203	1859
1428	1859
1810	1859
376	1859
396	1859
469	1859
1302	1859
494	1859
541	1859
1891	1859
1859	1859
224	1859
195	1859
460	1859
1859	1859
1399	1859
1429	1859
567	1859
1851	1859
532	703
485	703
1833	863
1460	863
1115	863
1169	863
540	1646
505	1646
1624	722
1562	224
263	224
770	224
1623	224
342	224
684	224
460	224
1369	224
1203	224
1428	224
1810	224
376	224
396	224
469	224
1302	224
494	224
541	224
1891	224
1859	224
224	224
195	224
1556	2015
1783	2015
1444	586
1766	586
225	1010
696	1010
225	1010
696	1010
729	420
729	420
1562	195
263	195
770	195
1623	195
342	195
684	195
460	195
1369	195
1203	195
1428	195
1810	195
376	195
396	195
469	195
1302	195
494	195
541	195
1891	195
1859	195
224	195
195	195
1837	1301
1368	1301
1222	1222
1218	350
746	1305
1223	1223
1223	1223
