1120	1875
1431	1875
1373	1875
1120	1875
1431	1875
1373	1875
495	495
238	1849
238	1849
411	1940
779	1940
411	1940
196	1940
1234	1013
463	740
1827	740
256	256
1862	256
433	256
246	256
1259	256
1710	1415
1564	289
588	289
528	289
997	289
1063	289
1681	289
544	1578
1839	1590
1235	1584
544	508
390	390
1168	1168
438	1168
1223	1378
121	121
1775	121
720	1109
721	1109
1299	375
1589	1589
544	1589
222	222
954	222
817	1411
817	1411
817	1411
1352	1336
729	729
1837	842
1368	842
1267	352
551	361
1282	1282
1383	158
746	210
1168	438
438	438
1562	1472
263	1472
770	1472
1623	1472
342	1472
684	1472
460	1472
1369	1472
1203	1472
1428	1472
1810	1472
376	1472
396	1472
469	1472
1302	1472
494	1472
541	1472
1891	1472
1859	1472
224	1472
195	1472
572	1472
1369	1472
1203	1472
1273	1472
1562	198
263	198
770	198
1623	198
342	198
684	198
460	198
1369	198
1203	198
1428	198
1810	198
376	198
396	198
469	198
1302	198
494	198
541	198
1891	198
1859	198
224	198
195	198
1562	198
263	198
770	198
1623	198
342	198
684	198
1810	198
376	198
396	198
469	198
494	198
541	198
1891	198
224	198
195	198
1383	1300
1267	1765
1444	295
1766	295
463	1403
450	1403
1403	1403
1489	1403
1721	1403
963	1403
1564	1961
588	1961
528	1961
997	1961
1063	1961
1681	1961
763	1141
1564	281
588	281
528	281
997	281
1063	281
1681	281
1204	1204
1837	1358
1368	1358
411	1281
779	1281
411	1281
196	1281
256	1862
1862	1862
433	1862
246	1862
1259	1862
256	1862
1862	1862
433	1862
246	1862
1259	1862
256	1862
1862	1862
433	1862
246	1862
1259	1862
1837	1301
1368	1301
221	854
728	854
747	854
532	530
485	530
231	231
463	150
1827	150
746	163
1399	1440
1429	1440
567	1440
1851	1440
2047	2047
1281	1281
1399	1281
1429	1281
567	1281
1851	1281
746	362
746	362
1837	1301
1368	1301
819	1003
1120	1493
1431	1493
1373	1493
478	1264
1556	1945
1783	1945
1656	1492
451	451
1383	451
232	127
532	1390
485	1390
532	285
485	285
1238	639
1198	1198
1202	1198
411	918
779	918
411	918
196	918
411	918
779	918
411	918
196	918
256	433
1862	433
433	433
246	433
1259	433
256	433
1862	433
433	433
246	433
1259	433
256	433
1862	433
433	433
246	433
1259	433
1564	120
588	120
528	120
997	120
1063	120
1681	120
547	1718
1629	807
1629	807
228	228
256	246
1862	246
433	246
246	246
1259	246
451	264
1120	462
1431	462
1373	462
1562	1562
263	1562
770	1562
1623	1562
342	1562
684	1562
460	1562
1369	1562
1203	1562
1428	1562
1810	1562
376	1562
396	1562
469	1562
1302	1562
494	1562
541	1562
1891	1562
1859	1562
224	1562
195	1562
1837	472
1368	472
1836	193
1836	193
1350	193
292	292
1267	186
532	2023
485	2023
1836	2023
1836	2023
1350	2023
703	703
729	1466
1204	642
1562	263
263	263
770	263
1623	263
342	263
684	263
460	263
1369	263
1203	263
1428	263
1810	263
376	263
396	263
469	263
1302	263
494	263
541	263
1891	263
1859	263
224	263
195	263
532	128
485	128
1564	718
588	718
528	718
997	718
1063	718
1681	718
222	954
954	954
1267	1939
616	372
1114	372
1310	372
616	451
1114	451
1310	451
1837	679
1368	679
1234	562
1234	562
616	1565
1114	1565
1310	1565
616	1889
1114	1889
1310	1889
478	1267
1399	772
1429	772
567	772
1851	772
810	950
457	727
121	727
1267	389
1426	1426
1562	770
263	770
770	770
1623	770
342	770
684	770
460	770
1369	770
1203	770
1428	770
1810	770
376	770
396	770
469	770
1302	770
494	770
541	770
1891	770
